state,StateAbbr,PlaceName,Population2010,ACCESS2_AdjPrev,BPHIGH_AdjPrev,BPMED_AdjPrev,CANCER_AdjPrev,CHD_AdjPrev,CHECKUP_AdjPrev,CHOLSCREEN_AdjPrev,COLON_SCREEN_AdjPrev,COPD_AdjPrev,COREM_AdjPrev,COREW_AdjPrev,DENTAL_AdjPrev,DIABETES_AdjPrev,HIGHCHOL_AdjPrev,LPA_AdjPrev,MAMMOUSE_AdjPrev,OBESITY_AdjPrev,PAPTEST_AdjPrev,PHLTH_AdjPrev,STROKE_AdjPrev,Geolocation,health_exp,region,division
Alabama,AL,Birmingham,212237,21.4,45.9,70.5,6.1,7.6,77.3,74.4,62.7,9.4,30.3,27.9,49.1,16.1,35.4,31.7,79.7,39,80.1,18.3,5,"(33.5275663773, -86.7988174678)",7281,South,East South Central
Alabama,AL,Hoover,81619,10.2,31.9,63.8,6.8,5.4,73.9,77,73.6,5.3,42.3,42.2,72.7,7.7,35,17.8,82.1,24.7,86.3,10,2.2,"(33.3767602729, -86.8051937568)",7281,South,East South Central
Alabama,AL,Huntsville,180105,16.3,36.7,66.9,6.5,6.7,70.8,76.2,65.8,7.5,39.7,36.9,60.5,10.7,35.8,24.9,80,32,83.5,13.9,3.2,"(34.6989692671, -86.6387042882)",7281,South,East South Central
Alabama,AL,Mobile,195111,19.1,43,69.3,6.5,7.6,72.4,73.2,62.7,8.7,34.3,32.2,52.6,13.8,37.6,27.4,80.1,37.6,81.9,16.3,4.1,"(30.6776248648, -88.1184482714)",7281,South,East South Central
Alabama,AL,Montgomery,205764,18.5,40.6,70.3,6.4,7.2,75.2,75.1,63.3,8.6,32.1,27.7,57.1,13.3,36.9,27.9,80.2,36.8,83,16.2,4.1,"(32.3472645333, -86.2677059552)",7281,South,East South Central
Alabama,AL,Tuscaloosa,90468,18.5,40,69,6.5,7.4,74.3,74.4,64.2,9.1,36,33.7,56.4,13.6,38.7,28.6,79.8,38.5,81,16.6,4.1,"(33.2336083951, -87.5268004073)",7281,South,East South Central
Alaska,AK,Anchorage,291826,14.5,30.2,49,6.2,5,60.7,70.2,60.3,5,33.4,29,66,8.2,32.9,19.2,70.4,27.7,79.9,9.9,2.6,"(61.149868731, -149.111113424)",11064,West,Pacific
Arizona,AZ,Avondale,76238,21.4,28.4,56,5.5,6.1,64.8,70.7,59,6.5,29.1,27.5,56.7,11,33.9,24.3,77.2,30.1,80.3,13.5,3.1,"(33.3858367405, -112.323626619)",6452,West,Mountain
Arizona,AZ,Chandler,236123,12.3,26,54.8,6,5,66.1,72.8,67,5.3,34.5,35.2,68,7.7,33.1,17.4,80.3,24.5,83.5,9.7,2.4,"(33.28318981, -111.852210033)",6452,West,Mountain
Arizona,AZ,Gilbert,208453,9.7,25.3,54.2,6.1,4.8,66.3,73.8,69,4.9,35.7,36.9,71.2,7.1,32.8,15.6,81.2,23.5,85,8.8,2.2,"(33.310149392, -111.746237467)",6452,West,Mountain
Arizona,AZ,Glendale,226721,20.5,28.3,56.4,5.9,6.1,64.3,70.3,60.4,7.2,31.5,30.4,57.1,9.9,34.1,23.7,76.7,29.6,78.6,13.5,3.1,"(33.5796123089, -112.225306421)",6452,West,Mountain
Arizona,AZ,Mesa,439041,17.1,27.5,55.7,6.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,60.6,8.9,33.8,21.3,77.5,28.3,80.4,12.3,2.9,"(33.4022837359, -111.718721181)",6452,West,Mountain
Arizona,AZ,Peoria,154065,13.2,26.1,54.8,6.2,5.3,65.4,72.9,65.7,6,34.4,34.6,65.8,7.9,33.1,18.6,79.1,26,82.7,10.6,2.5,"(33.7847206422, -112.298680584)",6452,West,Mountain
Arizona,AZ,Phoenix,1445632,22.2,28.9,56.7,5.9,6.1,64.1,69.7,60.1,7.1,31.7,30.7,56.4,10.2,34.3,24.1,76.7,30.1,78.5,13.8,3.1,"(33.5724138695, -112.088995222)",6452,West,Mountain
Arizona,AZ,Scottsdale,217385,9.3,25.6,54.4,6.3,4.7,66.1,73.3,70.1,4.9,37.1,37.7,72.3,6.5,33,14.6,81.4,23.2,85.1,8.5,2.1,"(33.6872493651, -111.865085877)",6452,West,Mountain
Arizona,AZ,Surprise,117517,13.4,26.3,55,6.2,5.3,65.5,72.9,66.3,5.9,35.1,35.3,65.6,7.9,33.1,18.5,79.6,26.3,82.9,10.5,2.5,"(33.6803835177, -112.452218439)",6452,West,Mountain
Arizona,AZ,Tempe,161719,14.7,28.2,56.4,6.1,5.5,64.9,70.4,64.5,6.2,34,33.5,62.9,8.5,34.1,19.4,78.8,27.2,80.5,11.3,2.7,"(33.3882640307, -111.931802302)",6452,West,Mountain
Arizona,AZ,Tucson,520116,20.6,29.6,56.2,6,6.1,62.9,69.9,58,7.4,29.3,30.1,56.9,10,35,22.6,73.5,30.4,75.7,13.8,3.1,"(32.1567244483, -110.877085494)",6452,West,Mountain
Arizona,AZ,Yuma,93064,23.6,31.7,56.1,5.6,6.4,62.8,68.1,52.8,7,31.6,24.8,53.9,11.1,34.5,24.9,75.2,33.3,78.7,14,3.1,"(32.5986027117, -114.54836837)",6452,West,Mountain
Arkansas,AR,Fayetteville,73580,14,32.2,62.1,6.4,6.8,63.6,68.2,59.1,7.1,34.6,31.9,60.4,9.3,33.5,25,71.1,30.4,78.8,12.9,2.8,"(36.0712117312, -94.1659600436)",7408,South,West South Central
Arkansas,AR,Fort Smith,86209,22,37.6,62.4,6.2,8,65,68.1,56.1,9.1,29.7,30.3,54.1,11.6,34.5,33.9,72.8,35.8,74,17.1,3.6,"(35.3491692636, -94.3696317306)",7408,South,West South Central
Arkansas,AR,Jonesboro,67263,17.1,36.3,64.8,6.4,7.4,65.3,69.6,58.9,8,32.6,31.6,57.1,10.3,34.8,30.1,70.1,32.9,78.6,14.6,3.2,"(35.8208121538, -90.6794991686)",7408,South,West South Central
Arkansas,AR,Little Rock,193524,16.6,38.2,67.5,6.1,6.7,69.2,74.3,64.4,6.7,35.5,33.2,61.3,11.8,35.5,26.7,78.2,31,82.8,12.9,3.4,"(34.7253957894, -92.3583751863)",7408,South,West South Central
Arkansas,AR,Springdale,69797,25.3,32.5,61.4,6.1,8,61.7,66.8,51.5,9,30.4,27.5,49.2,11.9,34.1,33.6,66.2,34.5,73.7,17.1,3.5,"(36.1869932598, -94.1536274531)",7408,South,West South Central
California,CA,Alameda,73812,10.7,24.3,51.5,5.7,4.5,66,74,67.5,4.3,33.5,30.1,69.9,8.1,31.3,18.7,80.2,18.7,81.7,9.6,2.2,"(37.7650849031, -122.266489842)",7549,West,Pacific
California,CA,Alhambra,83089,17.9,26.2,51.1,4.5,4.6,67,73.1,55.9,4,22.4,25.3,61.4,10.9,35.3,24.8,79.7,18.1,73.7,11.4,2.3,"(34.0839734383, -118.135514119)",7549,West,Pacific
California,CA,Anaheim,336265,22.1,27.5,52.5,5.3,5.6,64.4,73.8,58.9,5.5,24.7,27.2,59.9,10.5,32,26.2,78.8,23.3,78.5,13.4,2.7,"(33.8389076996, -117.857613481)",7549,West,Pacific
California,CA,Antioch,102372,16.8,29.7,53.4,5.7,5.8,65.4,74.8,62.6,5.9,27.5,25.8,62.7,10.3,32.1,24.4,79.1,30.5,81.9,13.2,2.9,"(37.9777042922, -121.796606971)",7549,West,Pacific
California,CA,Apple Valley,69135,16.9,29,53.1,6.1,6.1,65.1,71.6,61.3,6.9,29.6,27.9,58.9,10,32.5,23.1,78.6,27,81.6,14,3,"(34.5315984948, -117.211012664)",7549,West,Pacific
California,CA,Bakersfield,347483,20.9,31.6,53.8,5.8,6.2,66.2,71.5,60.7,6.4,26,26.8,61.5,10.9,34.8,27.1,76.9,30.3,80.6,14.3,3.1,"(35.3513302855, -119.029786003)",7549,West,Pacific
California,CA,Baldwin Park,75390,30.1,27.4,50.5,4.5,6.1,64.5,72.4,50.9,5.1,20,20.3,52.3,13.7,35.7,30,77.4,27.4,77.5,16.1,2.9,"(34.082871519, -117.972100918)",7549,West,Pacific
California,CA,Bellflower,76616,22.9,28.8,52.6,5.3,6,66.7,73.7,56.9,5.8,23.2,23.9,57.2,11.9,35.1,25.9,79.1,27.4,79.6,14.6,3,"(33.8880417923, -118.127100236)",7549,West,Pacific
California,CA,Berkeley,112580,9.9,25.9,52.3,6.1,4.7,66,73.4,70.3,4.3,35.5,30.7,71.4,7.8,31.4,16.5,81.4,21,84.1,9.4,2.3,"(37.8725678765, -122.274907975)",7549,West,Pacific
California,CA,Buena Park,80530,17.8,26.9,52.6,5.2,5,65.5,74.4,60.1,4.9,25.1,28.6,63.2,9.9,31.7,24.4,79.8,20.5,77.8,11.8,2.5,"(33.8572126844, -118.004517591)",7549,West,Pacific
California,CA,Burbank,103340,12.6,25.4,49.8,6,5.2,66.9,76.1,65.1,4.8,27.7,29.4,69.7,8.3,34.2,18,81.6,21.9,83.6,10.8,2.3,"(34.1879799605, -118.323429032)",7549,West,Pacific
California,CA,Carlsbad,105328,8.8,24.8,51,6.3,4.8,66.8,76.1,69.4,4.5,32.8,31.6,73,7.2,30.3,15.8,81.4,20.1,85.7,8.9,2.1,"(33.1248051026, -117.282903303)",7549,West,Pacific
California,CA,Carson,91714,18.7,28.7,52.6,4.9,5.2,68.9,75.2,60,4.5,22,25.1,61,11.7,34.1,23.8,81.9,24.4,80.2,12.3,2.9,"(33.8374083001, -118.255936422)",7549,West,Pacific
California,CA,Chico,86187,13.4,29.9,50.3,6.5,5.8,61.8,72.3,62.3,6.5,29,29.3,62.9,8.6,34,20.6,78.1,27.1,81.3,12.7,2.8,"(39.7568503668, -121.815983972)",7549,West,Pacific
California,CA,Chino,77983,17.3,27.4,51.2,5.3,5.5,65.7,72.3,61.7,5.1,28,26.8,61.5,10.4,32,22.4,80.5,24.7,83.8,12.4,2.6,"(33.983588126, -117.665296584)",7549,West,Pacific
California,CA,Chino Hills,74799,10.6,25.6,50.6,5.2,4.3,67.6,73.4,66.7,3.8,30.2,31.7,70.2,8.3,31.4,17.8,83.1,18.6,83.9,9,2,"(33.950774546, -117.725326968)",7549,West,Pacific
California,CA,Chula Vista,243916,19.2,26.1,51.7,5.1,5.4,66.2,73.9,60.7,4.8,27,24.7,61.5,11.1,30.9,24,79.3,23.9,82.1,12.1,2.5,"(32.6282964262, -117.010042407)",7549,West,Pacific
California,CA,Citrus Heights,83301,13.1,28.9,52.9,6.3,5.9,62.8,74.3,64.6,6.6,29.8,28.7,63.6,8.8,30.9,20.4,80,26.8,83.1,12.8,2.8,"(38.6947788342, -121.287991502)",7549,West,Pacific
California,CA,Clovis,95631,13.3,27.7,51.7,6,5.5,64.8,71.4,66.5,5.7,31.2,29.7,68.9,8.9,32.6,21.8,79,23.6,82.7,11.6,2.6,"(36.8289400179, -119.68665285)",7549,West,Pacific
California,CA,Compton,96455,32.4,34.5,55.4,5,7.3,67.3,72.6,52.5,7.1,17.7,18.5,46.1,16.5,35.3,32.2,79.2,35.5,78.9,19.1,4.6,"(33.892965693, -118.227506568)",7549,West,Pacific
California,CA,Concord,122067,15.3,27.5,51.4,5.9,5.3,64.4,74.8,65.6,5.2,30.4,29.4,67.1,8.7,32,21.6,80,27.5,82.6,11.7,2.4,"(37.9721810307, -122.001588036)",7549,West,Pacific
California,CA,Corona,152374,16.9,29.1,49,5.7,5.4,66.8,74.7,63.6,5.2,26.3,28.5,65.2,9.7,33,23.3,81.2,26.3,83,12.1,2.6,"(33.8623571787, -117.564224471)",7549,West,Pacific
California,CA,Costa Mesa,109960,15.9,26.8,51.9,5.9,5.4,64.8,75.1,63.5,5.4,27.5,30.1,66.4,8.8,31.6,21.3,80,22.2,81.8,11.8,2.5,"(33.6667651353, -117.91350475)",7549,West,Pacific
California,CA,Daly City,101123,13.9,25,52.3,4.6,4.3,66,75.1,61.1,3.7,26.1,30.1,66.1,9.6,31.3,23.2,80.9,17.6,76.3,9.7,2.1,"(37.6861552276, -122.468298024)",7549,West,Pacific
California,CA,Downey,111772,22.7,26.4,50,5.2,5.7,66.1,74.3,58.7,4.8,24.1,24.8,61.4,11.2,34.8,23.8,80.3,26.3,82.7,13.3,2.6,"(33.937867256, -118.131150116)",7549,West,Pacific
California,CA,El Cajon,99478,19.7,28.5,53.8,6,6.5,64.5,72.8,58.8,7.7,28,24.8,55.5,10.8,31.7,26.1,75.6,27.1,78.3,15.1,3.3,"(32.8016581921, -116.960483614)",7549,West,Pacific
California,CA,Elk Grove,153015,11.4,28.7,53.4,5.5,4.9,65.4,74.6,66.1,4.7,28.8,29.8,67,9,30.4,19.3,82.6,22.3,82.7,10.4,2.4,"(38.4159992006, -121.384137762)",7549,West,Pacific
California,CA,El Monte,113475,32.2,28.7,51.7,4.4,6.3,63.8,70.7,47.4,5.8,19.1,19.8,47.9,14.4,36.5,33,75.2,26.4,71.8,17.4,3.2,"(34.073919653, -118.029071951)",7549,West,Pacific
California,CA,Escondido,143911,23.1,27.3,52.6,5.7,6.3,64.1,72.6,59.1,6.8,27.7,24.9,55.5,11.1,31.6,26.7,76.4,26.5,78.9,14.7,3.1,"(33.1346952955, -117.072122618)",7549,West,Pacific
California,CA,Fairfield,105321,15.8,29.7,54.6,5.6,5.6,65.2,73.8,63.4,5.7,27,28.3,63,10.2,32.3,22.8,78.5,26.7,79.9,12.5,2.9,"(38.2558446343, -122.039303253)",7549,West,Pacific
California,CA,Folsom,72203,8.9,27.1,51.7,6.2,4.7,65,76.2,71.4,4.3,33,33.8,72.7,7.1,29.9,15.2,84.1,21.8,87.1,8.9,2.1,"(38.6750494328, -121.147605753)",7549,West,Pacific
California,CA,Fontana,196069,23.4,29.2,52.5,5.1,6.1,65.2,70.7,57.2,5.9,25.4,23.4,54.9,12.4,32.6,26.6,78.8,28.1,81.8,15,3.1,"(34.0974227833, -117.459241285)",7549,West,Pacific
California,CA,Fremont,214089,10.3,23.1,50.4,5.1,4.1,66.5,74.1,67.7,3.5,33,30.6,71.2,8,31.1,18.7,81.1,15.6,81,8.5,1.9,"(37.5278685405, -121.984121512)",7549,West,Pacific
California,CA,Fresno,494665,24.3,31.4,54.3,5.5,6.6,63.3,67.7,58,7.1,27.4,25.1,56.3,12.3,34,30.3,75.5,28.7,76.7,16.2,3.4,"(36.7826786711, -119.794126569)",7549,West,Pacific
California,CA,Fullerton,135161,16.5,26.9,52.5,5.5,5,65.4,74.4,62.2,4.9,26.8,30.3,65.3,9.1,31.7,22.5,80.2,20.6,79,11.4,2.4,"(33.8840378013, -117.927850895)",7549,West,Pacific
California,CA,Garden Grove,170883,20.8,27.4,52.8,4.9,5.3,64.6,73.3,55.9,5.3,22.9,26.6,58,10.8,32.2,28.1,77.7,19.9,73.2,13,2.7,"(33.7786940635, -117.960111162)",7549,West,Pacific
California,CA,Glendale,191719,14.4,26.7,51,6,5.6,66.1,74.6,61.4,5.8,26.6,27.3,65.2,9,34.9,20.5,79.5,22.5,79.8,12.3,2.7,"(34.181889373, -118.24676666)",7549,West,Pacific
California,CA,Hawthorne,84293,24,31.1,54.3,5.2,6.2,68,73.9,56.6,5.8,21.9,22.6,55.2,13.2,34.9,26.6,80,30.1,80.6,15.3,3.4,"(33.914667701, -118.347667728)",7549,West,Pacific
California,CA,Hayward,144186,18.7,25.7,52,5.3,5.4,65.1,73.1,62,5.2,29.7,25.6,60.4,10.8,31.5,24.7,78.1,23.8,80,12.7,2.8,"(37.6329591551, -122.077051051)",7549,West,Pacific
California,CA,Hemet,78657,22.6,32.1,51.2,6.1,6.8,64.8,72.3,56.6,8,25.3,25.5,54.9,11.1,34.3,29.1,76.2,31.5,77.6,16.6,3.4,"(33.7352277311, -116.994605005)",7549,West,Pacific
California,CA,Hesperia,90173,22.2,29.8,52.9,5.8,6.8,63.8,70.1,56,7.6,26.9,23.8,53,11.7,33.2,26.8,76.2,29.2,79.7,16.3,3.4,"(34.3973476773, -117.314392219)",7549,West,Pacific
California,CA,Huntington Beach,189992,11.1,25.4,51.3,6.1,4.8,65.8,76.7,67.7,4.7,29.1,33.1,71.9,7.4,30.9,18,81.9,19.6,83.5,9.8,2.2,"(33.6952749077, -118.001810806)",7549,West,Pacific
California,CA,Indio,76036,27.7,30.9,49.7,5.6,6.5,64.4,72,57.1,6.4,25.9,25.9,55.3,11.8,34.2,29.6,77.8,31.6,79.4,16.3,3.1,"(33.7298067837, -116.237258141)",7549,West,Pacific
California,CA,Inglewood,109673,26.3,34.3,55.8,5.2,6.5,69.3,74.1,57.6,6.2,19.8,21.4,52.3,14.8,34.5,27.9,81.5,33.6,81.6,16.5,4.1,"(33.9565748018, -118.344444926)",7549,West,Pacific
California,CA,Irvine,212375,9,25.7,52.1,5.6,4.2,67.1,75.4,67.5,3.7,28.7,33.2,73.8,7.2,31.2,17.2,82.7,15.6,80.9,8.3,2,"(33.6780108904, -117.773633283)",7549,West,Pacific
California,CA,Lake Forest,77264,11,25.1,50.9,5.9,4.8,66.3,76.9,67.6,4.5,28.1,31.6,72.5,7.6,30.7,17.9,82.2,19.2,84.4,9.5,2.2,"(33.6634128948, -117.670683341)",7549,West,Pacific
California,CA,Lakewood,80048,14.3,25.8,50.5,5.7,5.1,67.7,76.1,64.1,4.7,26.4,28.9,67.4,9.1,34,19.7,81.7,22.4,82.9,11,2.4,"(33.8470531941, -118.122204765)",7549,West,Pacific
California,CA,Lancaster,156633,21.5,30,53.3,5.8,6.6,66.6,74.1,57.2,6.9,23.3,23.2,56.4,11.9,35.1,25.5,78.2,29.3,79.9,15.5,3.5,"(34.6934347017, -118.175306356)",7549,West,Pacific
California,CA,Livermore,80968,10.8,22.9,49.6,6.2,4.9,65.1,75.6,70.1,4.7,35.3,31.1,71.9,7.5,30.7,17.2,80.5,21,86,9.8,2.2,"(37.6865101361, -121.764357841)",7549,West,Pacific
California,CA,Long Beach,462257,21,28.8,52.7,5.6,5.8,66.8,73.7,59.6,5.6,25.2,26.5,59.9,11.1,35,23.9,79.8,26.2,79.5,13.9,3,"(33.8060144825, -118.160894146)",7549,West,Pacific
California,CA,Los Angeles,3792621,23.4,28.9,52.3,5.4,6,65.9,73,57.5,5.7,24.3,24.9,58.2,11.7,35.4,25.1,79.1,26.7,79.1,14.7,3.1,"(34.1182277898, -118.408500088)",7549,West,Pacific
California,CA,Lynwood,69772,37.1,31.2,53,4.7,7.5,64.2,71.1,47.6,6.8,18,17,44.8,16.4,36.3,34,76,34.2,77,20.2,4,"(33.9239616867, -118.201648375)",7549,West,Pacific
California,CA,Manteca,67096,17.1,30.5,53.2,5.8,5.9,63.2,73.6,63,6.1,28.7,27.1,62.1,9.5,34.3,25.1,78.6,27.8,82.4,13,2.8,"(37.7961925102, -121.231230612)",7549,West,Pacific
California,CA,Menifee,77519,15.4,28.8,48.7,6.1,5.8,66.5,75.5,63.7,5.9,27.2,29,65.3,9.2,32.8,22.8,80.3,27,83.4,12.5,2.7,"(33.6909533045, -117.18487699)",7549,West,Pacific
California,CA,Merced,78958,25,34.5,54.1,5.5,6.8,63.6,67.4,54.2,7.3,25.5,22.7,54.2,12.4,35.3,30.2,73.8,31.6,75.4,17,3.5,"(37.3055863217, -120.477710571)",7549,West,Pacific
California,CA,Milpitas,66790,12,25.5,50.4,4.5,4,66.2,75,62,3.5,25.5,30.7,69.9,9,31.4,21.1,81.4,15.2,76.6,8.8,2,"(37.433869763, -121.892083025)",7549,West,Pacific
California,CA,Mission Viejo,93305,9.4,24.8,50.8,6.2,4.6,66.5,77.4,69.6,4.3,29.9,34.2,74.9,6.9,30.5,16.2,82.9,18.8,85.6,8.9,2,"(33.6095976891, -117.655029608)",7549,West,Pacific
California,CA,Modesto,201165,19.5,29.5,53.5,5.9,6.3,64.3,70.7,60.6,6.8,26.9,27.3,59.5,10.4,32.7,25.6,78.1,30,78.9,14.7,3.1,"(37.6615478221, -120.988548061)",7549,West,Pacific
California,CA,Moreno Valley,193365,23.7,32.8,51.7,5.4,6.3,66.6,72.9,57.6,6.4,22.9,23.9,55.4,12.5,33.8,29.3,79,31.7,79.8,15.6,3.4,"(33.9244314112, -117.204501895)",7549,West,Pacific
California,CA,Mountain View,74066,9.4,25.7,50,5.6,4.2,65.9,75.8,68,3.6,30,33.4,76.3,7.3,31.2,15.7,82.9,18.4,84,8.2,1.9,"(37.3999252379, -122.079544343)",7549,West,Pacific
California,CA,Murrieta,103466,12.3,28.3,48.7,6.1,5.2,67.3,75.9,66.4,5.1,28.6,31.5,69.3,8.3,32.6,20.3,81.9,24.8,84,10.9,2.4,"(33.5719743356, -117.190921143)",7549,West,Pacific
California,CA,Napa,76915,16.6,27,51.1,6.1,5.7,64,73.7,63.8,5.9,28.5,29.9,66.3,8.8,32,21.6,78.3,26.1,83.4,12.4,2.6,"(38.2980424649, -122.301093331)",7549,West,Pacific
California,CA,Newport Beach,85186,7,25.1,51,6.4,4.4,66.7,77.5,71.3,3.9,31.5,35.5,78.2,6.1,30.7,13.8,83.5,17.8,86.6,7.9,1.9,"(33.6150103607, -117.867364631)",7549,West,Pacific
California,CA,Norwalk,105549,24.5,26.8,50.3,4.9,5.8,65.7,73.9,55.9,5,22.3,23.1,58,12.2,35,26,79.3,26.5,80.4,14.2,2.7,"(33.9068808228, -118.082915204)",7549,West,Pacific
California,CA,Oakland,390724,18.3,29.3,54.9,5.4,5.5,66.5,72.7,63,5.6,28.9,25,59.5,11.5,31.7,24.5,79.2,25.8,80.7,13.3,3.3,"(37.790878035, -122.214859257)",7549,West,Pacific
California,CA,Oceanside,167086,16.7,26.4,52,5.9,5.7,65.6,74.4,62.8,5.8,29.3,27.3,62,9.8,30.9,22.6,78.5,24.4,81.8,12.2,2.7,"(33.2247457474, -117.308200285)",7549,West,Pacific
California,CA,Ontario,163924,24.6,28.8,52.2,5.2,6.2,64.4,70.4,56.5,6.1,26,24,53.8,12.3,32.8,27.1,78.2,28.4,81.2,15.5,3.1,"(34.0392649464, -117.606427103)",7549,West,Pacific
California,CA,Orange,136416,15.9,26.3,51.6,5.7,5.2,65.1,75.3,63.7,5.1,26.9,29.9,66.5,8.8,31.4,21.5,80.4,21.6,81.9,11.4,2.4,"(33.8046419567, -117.8231855)",7549,West,Pacific
California,CA,Oxnard,197899,26.9,30.7,52.8,4.9,6.2,60.3,72.9,56.2,5.7,23.2,22.5,55.3,12.2,33.9,29.2,76.9,27.8,79.6,15.3,3,"(34.1959237731, -119.18187657)",7549,West,Pacific
California,CA,Palmdale,152750,25.4,29.6,52.8,5.5,6.6,65.9,73.3,56.3,6.6,22.7,22.4,55,12.6,35.3,27,78.3,29.6,79.5,16.2,3.4,"(34.5944899803, -118.105772328)",7549,West,Pacific
California,CA,Pasadena,137122,15.3,27.4,51.5,5.7,5.1,67.6,74.8,63.9,4.5,26.8,28.5,67.5,9.5,34.6,19.2,82.1,23,82.9,11.2,2.5,"(34.1597634806, -118.138921644)",7549,West,Pacific
California,CA,Perris,68386,29.6,33.1,51.2,5.1,7,65,71.7,52.3,6.9,20.8,20.5,50,14.2,34.4,33.3,76.9,34,78.1,18,3.7,"(33.7897346094, -117.223291831)",7549,West,Pacific
California,CA,Pleasanton,70285,8,22.5,49.6,6.1,4.3,66.3,75.7,72.3,3.8,36.6,33,76,6.7,30.6,15.1,82,17.5,86,8.1,1.9,"(37.6656092171, -121.880775002)",7549,West,Pacific
California,CA,Pomona,149058,28.6,29.2,51.9,5,6.4,65,72.2,53.6,5.9,21.5,21.8,53.4,13.4,35.8,28.5,78.1,29.2,78.3,16.4,3.2,"(34.0585026366, -117.762551658)",7549,West,Pacific
California,CA,Rancho Cucamonga,165269,12.6,26.9,51.5,5.8,5,66.9,73.5,66.3,4.8,30.7,30,67.2,8.9,31.5,18.8,82.2,23,85.5,10.7,2.4,"(34.1245895555, -117.56617587)",7549,West,Pacific
California,CA,Redding,89861,13.1,27.1,52.5,6.5,6.1,62.1,72.8,61.8,7.2,31.9,26.1,60.8,8.6,32.4,20.7,75.1,27.1,79.9,13.3,2.9,"(40.5697591271, -122.365026322)",7549,West,Pacific
California,CA,Redlands,68747,13.3,26.8,51.5,6.1,5.1,66.2,73,66.1,5.1,32.3,31.2,66.6,8.5,31.7,18.9,81.4,23.2,84.3,11.1,2.4,"(34.0511315317, -117.170935294)",7549,West,Pacific
California,CA,Redondo Beach,66748,8.1,24.8,49.3,6.2,4.5,68.1,77,69.9,3.8,29.9,32.7,76.7,7,33.8,13.9,83.9,19.3,86.5,8.4,1.9,"(33.8575280159, -118.376567893)",7549,West,Pacific
California,CA,Redwood City,76815,15.8,25.3,51.7,5.8,5,64.8,75.7,66.1,4.6,30.3,32.4,68.6,8.5,31.1,19.9,81.4,23.7,83.7,10.7,2.3,"(37.5009145276, -122.224767617)",7549,West,Pacific
California,CA,Rialto,99171,25.9,30.7,53.6,5.2,6.6,65.2,70.5,55.7,6.6,24.5,22.2,51,13.4,32.7,28.6,78.2,30.8,81.2,16.5,3.5,"(34.1128158089, -117.388535978)",7549,West,Pacific
California,CA,Richmond,103701,21.1,32.3,54.9,5.3,5.9,66,73.7,60.9,5.9,25.2,23.9,58,12.1,32.3,27.3,79.8,32.5,80.3,14.4,3.4,"(37.9479710365, -122.336803759)",7549,West,Pacific
California,CA,Riverside,303871,21.2,31.1,50.4,5.7,6.1,65.7,72.8,60,6.2,25.6,26.7,59.1,10.8,33.8,26.7,79.2,29.4,80.3,14.5,3,"(33.9381251685, -117.394845824)",7549,West,Pacific
California,CA,Roseville,118788,10.2,26.1,51.3,6.3,5,65.5,76.4,67.1,5,32.3,33,72.3,7.5,32.4,17.7,80.3,22.6,84.6,10.2,2.3,"(38.7657516182, -121.302847708)",7549,West,Pacific
California,CA,Sacramento,466488,17.6,31.9,55.4,5.5,5.9,63.9,72.2,60.6,6.3,26.9,26.3,58.2,11.1,31.5,24.1,79.8,27.3,79.4,13.9,3.1,"(38.5666321567, -121.468299801)",7549,West,Pacific
California,CA,Salinas,150441,30.5,30.1,52.6,5.1,6.6,62.3,68.4,53.5,6.4,24.2,22.8,51.5,12.8,35.9,30.1,74.7,29.8,78.1,16.9,3.2,"(36.6889174321, -121.631811961)",7549,West,Pacific
California,CA,San Bernardino,209924,29,32.5,55.1,5.4,7.3,64,68.4,51.8,8,24.4,21.3,46.3,14.2,33.7,31.5,75.3,32.2,76.9,19,4,"(34.1392322844, -117.295272732)",7549,West,Pacific
California,CA,San Buenaventura (Ventura),106433,13.5,28.8,52,6.1,5.3,62,75.6,66.4,5.2,28.9,29.3,68.9,8.1,32.9,19.6,80.1,23.5,84.5,11,2.4,"(34.2743610206, -119.231436551)",7549,West,Pacific
California,CA,San Diego,1307402,14.8,26.7,52.6,5.7,5.2,66.4,74.1,64.2,4.9,29.9,28.4,64.9,9.5,30.9,21,79.9,22.2,81.5,11,2.5,"(32.8355639418, -117.119792061)",7549,West,Pacific
California,CA,San Francisco,805235,11.7,25.9,50.5,5.2,4.7,62.4,75.3,62.2,4.3,27.7,28.8,68.6,8.9,31.4,20.1,78.9,18.4,79.1,10.1,2.3,"(37.7559136611, -122.440987876)",7549,West,Pacific
California,CA,San Jose,945942,15.7,26.6,50.8,5.1,4.8,64.9,74.5,62,4.4,26.8,29.8,67.6,9.4,31.7,21.7,80.5,20.5,79.5,10.7,2.3,"(37.3003963176, -121.847228423)",7549,West,Pacific
California,CA,San Leandro,84950,15.8,25.2,52.1,5.3,5,65.8,73.7,63.5,4.9,30.8,27.1,63,9.8,31.3,23.4,78.8,21.4,80,11.5,2.6,"(37.7074299262, -122.159061655)",7549,West,Pacific
California,CA,San Marcos,83781,17,26.2,51.9,5.9,5.7,65.5,74,62.5,5.8,29.1,26.8,62.3,9.7,31,22.6,78.3,23.7,81.4,12.3,2.7,"(33.134965986, -117.174363098)",7549,West,Pacific
